business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url,years_experience,estimated_procedures,slug,meta_title,meta_description,priority_score,tier,location_display
Professor Gregory Falk - Lindfield General Surgery / Sydney Heartburn Clinic,Gregory Falk - Lindfield General Surgery / Sydney Heartburn Clinic,Professor,,5,20,29/12-18 Tryon Rd,Lindfield,NSW,Other,AU,+61297451099,+61 2 9745 1099,https://www.gregoryfalk.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Professor%20Gregory%20Falk%20-%20Lindfield%20General%20Surgery%20%2F%20Sydney%20Heartburn%20Clinic&query_place_id=ChIJm8YimemoEmsRCmujIT2HN24,20,3000,gregory-falk-lindfield-general-surgery-sydney-heartburn-clinic-lindfield,Gregory Falk - Lindfield General Surgery / Sydney Heartburn Clinic - Bariatric Surgeon Lindfield | Gastric Sleeve & Bypass,"Gregory Falk - Lindfield General Surgery / Sydney Heartburn Clinic is an experienced bariatric surgeon in Lindfield with 20+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",200.00,2,"Lindfield, NSW"
Dr Devesh Kaushal | Upper-GI & Weight Loss Surgeon,Devesh Kaushal | Upper-GI & Weight Loss Surgeon,Dr,general-bariatric,4.9,50,"Suite 26, Level 2/13 Digitaria Dr",Gregory Hills,NSW,Other,AU,+61279068312,+61 2 7906 8312,https://drdeveshkaushal.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Devesh%20Kaushal%20%7C%20Upper-GI%20%26%20Weight%20Loss%20Surgeon&query_place_id=ChIJEcZY9-nvEmsRFOqdM8993Sw,8,1200,devesh-kaushal-upper-gi-weight-loss-surgeon-gregory-hills,Devesh Kaushal | Upper-GI & Weight Loss Surgeon - Bariatric Surgeon Gregory Hills | Gastric Sleeve & Bypass,"Devesh Kaushal | Upper-GI & Weight Loss Surgeon is an experienced bariatric surgeon in Gregory Hills with 8+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",196.00,1,"Gregory Hills, NSW"
Dr Anthony Barker,Anthony Barker,Dr,,4.9,50,,,,Unknown,,(013) 009 87001,+61 1300 987 001,https://dranthonybarker.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Anthony%20Barker&query_place_id=ChIJY4NYpSCS7Q8RjW921QSYDuw,8,1200,anthony-barker,Anthony Barker - Bariatric Surgeon | Gastric Sleeve & Bypass,"Anthony Barker is an experienced bariatric surgeon in Australia with 8+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",196.00,1,
Dr John Ozmen | General & Upper-GI Surgeon,John Ozmen | General & Upper-GI Surgeon,Dr,,5,46,Unit 101/9 Norbrik Dr,Bella Vista,NSW,Sydney,AU,+61280394548,+61 2 8039 4548,https://drozmen.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20John%20Ozmen%20%7C%20General%20%26%20Upper-GI%20Surgeon&query_place_id=ChIJIfX7mwCiEmsRbBmM_SbmK2M,8,1200,john-ozmen-general-upper-gi-surgeon-bella-vista,John Ozmen | General & Upper-GI Surgeon - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"John Ozmen | General & Upper-GI Surgeon is an experienced bariatric surgeon in Bella Vista with 8+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",184.00,2,"Bella Vista, NSW"
Ringwood Private Hospital,Ringwood Private Hospital,,,3.2,55,36 Mt Dandenong Rd,Ringwood East,VIC,Melbourne,AU,+61388044000,+61 3 8804 4000,https://ringwoodprivatehospital.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Ringwood%20Private%20Hospital&query_place_id=ChIJoUtFYDQ61moRZLrDt_WT9kY,10,1800,ringwood-private-hospital-ringwood-east,Ringwood Private Hospital - Bariatric Surgeon Ringwood East | Gastric Sleeve & Bypass,"Ringwood Private Hospital is an experienced bariatric surgeon in Ringwood East with 10+ years experience. Rating: 3.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",176.00,2,"Ringwood East, VIC"
Peter James Centre,Peter James Centre,,,2.9,60,321-345 Burwood Hwy,Burwood East,VIC,Melbourne,AU,(013) 003 42255,+61 1300 342 255,http://www.easternhealth.org.au/locations/peter-james-centre,Rehabilitation center,https://www.google.com/maps/search/?api=1&query=Peter%20James%20Centre&query_place_id=ChIJAwjKdhI_1moRxn3F45anFDc,10,1800,peter-james-centre-burwood-east,Peter James Centre - Bariatric Surgeon Burwood East | Gastric Sleeve & Bypass,"Peter James Centre is an experienced bariatric surgeon in Burwood East with 10+ years experience. Rating: 2.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",174.00,2,"Burwood East, VIC"
Dr. Howard Webster,Howard Webster,Dr.,,5,43,Level 2/650 Bridge Rd,Richmond,VIC,Melbourne,AU,+61398281306,+61 3 9828 1306,https://drwebster.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Howard%20Webster&query_place_id=ChIJgzvGNxlC1moRbKJoi1yFTVk,8,1200,howard-webster-richmond,Howard Webster - Bariatric Surgeon Richmond | Gastric Sleeve & Bypass,"Howard Webster is an experienced bariatric surgeon in Richmond with 8+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",172.00,2,"Richmond, VIC"
Healthy Movers Exercise Physiology,Healthy Movers Exercise Physiology,,,5,49,1535 Centre Rd,Clayton,VIC,Melbourne,AU,+61418673629,+61 418 673 629,http://healthymovers.com.au/,Health consultant,https://www.google.com/maps/search/?api=1&query=Healthy%20Movers%20Exercise%20Physiology&query_place_id=ChIJqyKnoStr1moR_PJKEqZBXy0,7,1050,healthy-movers-exercise-physiology-clayton,Healthy Movers Exercise Physiology - Bariatric Surgeon Clayton | Gastric Sleeve & Bypass,"Healthy Movers Exercise Physiology is an experienced bariatric surgeon in Clayton with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",171.50,2,"Clayton, VIC"
Acupuncture & Chinese Medicine of South Morang,Acupuncture & Chinese Medicine of South Morang,,,5,49,"Corperate Centre, 5C, Ground Floor/2 Murdoch Rd",South Morang,VIC,Other,AU,(018) 003 12919,+61 1800 312 919,https://www.minusplus.com.au/,Acupuncture clinic,https://www.google.com/maps/search/?api=1&query=Acupuncture%20%26%20Chinese%20Medicine%20of%20South%20Morang&query_place_id=ChIJtTjGTINJ1moROlpu_ZsIOW0,7,1050,acupuncture-chinese-medicine-of-south-morang-south-morang,Acupuncture & Chinese Medicine of South Morang - Bariatric Surgeon South Morang | Gastric Sleeve & Bypass,"Acupuncture & Chinese Medicine of South Morang is an experienced bariatric surgeon in South Morang with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",171.50,2,"South Morang, VIC"
"Dr David Yeo - Specialist Upper GI, Hepatobiliary & Bariatric Surgeon","David Yeo - Specialist Upper GI, Hepatobiliary & Bariatric Surgeon",Dr,general-bariatric,4.7,45,"Chris O'Brien Lifehouse, 119-143 Missenden Rd",Camperdown,NSW,Other,AU,+61289372213,+61 2 8937 2213,http://www.drdavidyeo.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Yeo%20-%20Specialist%20Upper%20GI%2C%20Hepatobiliary%20%26%20Bariatric%20Surgeon&query_place_id=ChIJOcV7xy6wEmsRhGugyrVZSu0,8,1200,david-yeo-specialist-upper-gi-hepatobiliary-bariatric-surgeon-camperdown,"David Yeo - Specialist Upper GI, Hepatobiliary & Bariatric Surgeon - Bariatric Surgeon Camperdown | Gastric Sleeve & Bypass","David Yeo - Specialist Upper GI, Hepatobiliary & Bariatric Surgeon is an experienced bariatric surgeon in Camperdown with 8+ years experience. Rating: 4.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",169.20,2,"Camperdown, NSW"
St Vincent's Clinic,St Vincent's Clinic,,,3.3,51,438 Victoria St,Darlinghurst,NSW,Other,AU,+61283826222,+61 2 8382 6222,https://stvincentsclinic.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=St%20Vincent's%20Clinic&query_place_id=ChIJbZZeexCuEmsR5Z-S7V_Xxhs,10,1800,st-vincents-clinic-darlinghurst,St Vincent's Clinic - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"St Vincent's Clinic is an experienced bariatric surgeon in Darlinghurst with 10+ years experience. Rating: 3.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",168.30,2,"Darlinghurst, NSW"
Melbourne Fat And Cellulite Reduction,Melbourne Fat And Cellulite Reduction,,,4.9,49,108 Bourke St,Melbourne,VIC,Melbourne,AU,+61414900540,+61 414 900 540,https://www.mfacrc.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Melbourne%20Fat%20And%20Cellulite%20Reduction&query_place_id=ChIJJQOg-shC1moR9seY-N8KaEY,7,1050,melbourne-fat-and-cellulite-reduction-melbourne,Melbourne Fat And Cellulite Reduction - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"Melbourne Fat And Cellulite Reduction is an experienced bariatric surgeon in Melbourne with 7+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",168.07,2,"Melbourne, VIC"
Self Pay Surgery,Self Pay Surgery,,,4.9,49,48 Blanton Dr,Mulgrave,VIC,Other,AU,+61397926739,+61 3 9792 6739,http://selfpaysurgery.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Self%20Pay%20Surgery&query_place_id=ChIJIQVR23W5EmsRe6ubn5djq5g,7,1050,self-pay-surgery-mulgrave,Self Pay Surgery - Bariatric Surgeon Mulgrave | Gastric Sleeve & Bypass,"Self Pay Surgery is an experienced bariatric surgeon in Mulgrave with 7+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",168.07,2,"Mulgrave, VIC"
Dr Devesh Kaushal,Devesh Kaushal,Dr,,5,41,"Suite 6, Level 2/171 Bigge St",Liverpool,NSW,Sydney,AU,+61279068312,+61 2 7906 8312,https://drdeveshkaushal.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Devesh%20Kaushal&query_place_id=ChIJoVVW0jqVEmsRXiCNgY5eosQ,8,1200,devesh-kaushal-liverpool,Devesh Kaushal - Bariatric Surgeon Liverpool | Gastric Sleeve & Bypass,"Devesh Kaushal is an experienced bariatric surgeon in Liverpool with 8+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",164.00,2,"Liverpool, NSW"
Alchemy Medicine - Araleena Isse,Alchemy Medicine - Araleena Isse,,,4.8,48,Unit 1/853 High St,Reservoir,VIC,Other,AU,+61394439330,+61 3 9443 9330,http://www.alchemymedicine.com.au/,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Alchemy%20Medicine%20-%20Araleena%20Isse&query_place_id=ChIJS2_ql2BE1moROXL4PcXUYf0,7,1050,alchemy-medicine-araleena-isse-reservoir,Alchemy Medicine - Araleena Isse - Bariatric Surgeon Reservoir | Gastric Sleeve & Bypass,"Alchemy Medicine - Araleena Isse is an experienced bariatric surgeon in Reservoir with 7+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",161.28,2,"Reservoir, VIC"
Casey Gate Medical Centre,Casey Gate Medical Centre,,,2.9,53,33-34 Mack Rd,Narre Warren South,VIC,Other,AU,+61387865955,+61 3 8786 5955,http://www.caseygatemc.com.au/,Public medical center,https://www.google.com/maps/search/?api=1&query=Casey%20Gate%20Medical%20Centre&query_place_id=ChIJTU9snJAQ1moRBJOOy9vAdkw,10,1800,casey-gate-medical-centre-narre-warren-south,Casey Gate Medical Centre - Bariatric Surgeon Narre Warren South | Gastric Sleeve & Bypass,"Casey Gate Medical Centre is an experienced bariatric surgeon in Narre Warren South with 10+ years experience. Rating: 2.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",153.70,2,"Narre Warren South, VIC"
Melbourne Weight Loss Solutions,Melbourne Weight Loss Solutions,,general-bariatric,5,42,Suite 301 Level 3/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394164418,+61 3 9416 4418,http://www.mwls.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Solutions&query_place_id=ChIJcUUbFOhC1moRw4GpscB_Jaw,7,1050,melbourne-weight-loss-solutions-east-melbourne,Melbourne Weight Loss Solutions - Bariatric Surgeon East Melbourne | Gastric Sleeve & Bypass,"Melbourne Weight Loss Solutions is an experienced bariatric surgeon in East Melbourne with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",147.00,2,"East Melbourne, VIC"
360 Surgery,360 Surgery,,general-bariatric,5,42,"Consulting Suites, 42 The Avenue",Windsor,VIC,Other,AU,+61385480384,+61 3 8548 0384,http://www.360surgery.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=360%20Surgery&query_place_id=ChIJT-7z9t7DbIURicIq0tafFnY,7,1050,360-surgery-windsor,360 Surgery - Bariatric Surgeon Windsor | Gastric Sleeve & Bypass,"360 Surgery is an experienced bariatric surgeon in Windsor with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",147.00,2,"Windsor, VIC"
Dr Robert Drielsma,Robert Drielsma,Dr,,5,36,"Suite 1805, Office Tower One/520 Oxford St",Bondi Junction,NSW,Sydney,AU,(018) 001 80777,+61 1800 180 777,https://drdrielsma.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Robert%20Drielsma&query_place_id=ChIJH2MVdvGtEmsRGUthADQ2dmk,8,1200,robert-drielsma-bondi-junction,Robert Drielsma - Bariatric Surgeon Bondi Junction | Gastric Sleeve & Bypass,"Robert Drielsma is an experienced bariatric surgeon in Bondi Junction with 8+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",144.00,2,"Bondi Junction, NSW"
Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre,Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre,Mr.,general-bariatric,4.7,38,"Peninsula Private Hospital Sessional Suites, Mezzanine Level/525 Mcclelland Dr",Frankston,VIC,Melbourne,AU,+61385480318,+61 3 8548 0318,https://www.nirubenrajasagaram.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Mr.Niruben%20Rajasagaram%20%7C%20Victorian%20Specialist%20Surgery%20%26%20Weight%20loss%20centre&query_place_id=ChIJFZ3hHS4L1moRtEnbf2OPIeQ,8,1200,mrniruben-rajasagaram-victorian-specialist-surgery-weight-loss-centre-frankston,Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre - Bariatric Surgeon Frankston | Gastric Sleeve & Bypass,"Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre is an experienced bariatric surgeon in Frankston with 8+ years experience. Rating: 4.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",142.88,2,"Frankston, VIC"
Dr. Justine O’Hara at Plastic Surgery Collective,Justine O’Hara at Plastic Surgery Collective,Dr.,,4.9,36,9/50 Victoria Rd,Drummoyne,NSW,Other,AU,+61285519800,+61 2 8551 9800,https://www.drjustineohara.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Justine%20O%E2%80%99Hara%20at%20Plastic%20Surgery%20Collective&query_place_id=ChIJ8SMKJWquEmsRy4uQquO4tT0,8,1200,justine-ohara-at-plastic-surgery-collective-drummoyne,Justine O’Hara at Plastic Surgery Collective - Bariatric Surgeon Drummoyne | Gastric Sleeve & Bypass,"Justine O’Hara at Plastic Surgery Collective is an experienced bariatric surgeon in Drummoyne with 8+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",141.12,2,"Drummoyne, NSW"
"Endocrine & Metabolic Clinic, Dr Ramy Bishay, Dr S Chalasani, Dr M Wang, Dr R Shanmugalingam, Dr M Sahebol-Amri","Endocrine & Metabolic Clinic, Dr Ramy Bishay, Dr S Chalasani, Dr M Wang, Dr R Shanmugalingam, Dr M Sahebol-Amri",,,4.8,41,"The Ashley Centre, Suite 3/1A Ashley Ln",Westmead,NSW,Other,AU,+61297559764,+61 2 9755 9764,http://www.endometabolic.com.au/,Endocrinologist,https://www.google.com/maps/search/?api=1&query=Endocrine%20%26%20Metabolic%20Clinic%2C%20Dr%20Ramy%20Bishay%2C%20Dr%20S%20Chalasani%2C%20Dr%20M%20Wang%2C%20Dr%20R%20Shanmugalingam%2C%20Dr%20M%20Sahebol-Amri&query_place_id=ChIJGY7ThNy7EmsRAbSex091aP0,7,1050,endocrine-metabolic-clinic-dr-ramy-bishay-dr-s-chalasani-dr-m-wang-dr-r-shanmugalingam-dr-m-sahebol-amri-westmead,"Endocrine & Metabolic Clinic, Dr Ramy Bishay, Dr S Chalasani, Dr M Wang, Dr R Shanmugalingam, Dr M Sahebol-Amri - Bariatric Surgeon Westmead | Gastric Sleeve & Bypass","Endocrine & Metabolic Clinic, Dr Ramy Bishay, Dr S Chalasani, Dr M Wang, Dr R Shanmugalingam, Dr M Sahebol-Amri is an experienced bariatric surgeon in Westmead with 7+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",137.76,2,"Westmead, NSW"
Lapsurgery Australia,Lapsurgery Australia,,,4.9,40,"Consulting Suites, 327 Gladstone Rd",Dandenong North,VIC,Melbourne,AU,+61397602777,+61 3 9760 2777,https://www.lapsurgeryaustralia.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Lapsurgery%20Australia&query_place_id=ChIJ9XSaIH071moRwOe6VkqXI8M,7,1050,lapsurgery-australia-dandenong-north,Lapsurgery Australia - Bariatric Surgeon Dandenong North | Gastric Sleeve & Bypass,"Lapsurgery Australia is an experienced bariatric surgeon in Dandenong North with 7+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",137.20,2,"Dandenong North, VIC"
Healesville Hospital and Yarra Valley Health,Healesville Hospital and Yarra Valley Health,,,4.2,46,377 Maroondah Hwy,Healesville,VIC,Other,AU,,,https://www.easternhealth.org.au/locations/healesville-hospital-and-yarra-valley-health,Hospital,https://www.google.com/maps/search/?api=1&query=Healesville%20Hospital%20and%20Yarra%20Valley%20Health&query_place_id=ChIJ5SICYIcpKGsRcGEwBXZWBA8,7,1050,healesville-hospital-and-yarra-valley-health-healesville,Healesville Hospital and Yarra Valley Health - Bariatric Surgeon Healesville | Gastric Sleeve & Bypass,"Healesville Hospital and Yarra Valley Health is an experienced bariatric surgeon in Healesville with 7+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",135.24,2,"Healesville, VIC"
Dr David Joseph,David Joseph,Dr,,4.8,34,Suite 306/100 Carillon Ave,Newtown,NSW,Sydney,AU,+61295655514,+61 2 9565 5514,https://www.drdavidjoseph.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Joseph&query_place_id=ChIJJwF0oi2wEmsRQN4U7p-MXV0,8,1200,david-joseph-newtown,David Joseph - Bariatric Surgeon Newtown | Gastric Sleeve & Bypass,"David Joseph is an experienced bariatric surgeon in Newtown with 8+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",130.56,2,"Newtown, NSW"
Daniel Foley,Daniel Foley,,,5,37,"Suite 7.1, Level 7 Lee Wing Epworth Richmond Hospital, 62 Erin St",Richmond,VIC,Melbourne,AU,+61388997717,+61 3 8899 7717,https://uppergi.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Daniel%20Foley&query_place_id=ChIJ6WDuatxD1moRecrpu_bO0DM,7,1050,daniel-foley-richmond,Daniel Foley - Bariatric Surgeon Richmond | Gastric Sleeve & Bypass,"Daniel Foley is an experienced bariatric surgeon in Richmond with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",129.50,2,"Richmond, VIC"
Darebin Weight Loss Surgery,Darebin Weight Loss Surgery,,general-bariatric,4.8,38,Suite 3/195 Thompsons Rd,Bulleen,VIC,Other,AU,+61398523777,+61 3 9852 3777,https://darebinweightlosssurgery.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Darebin%20Weight%20Loss%20Surgery&query_place_id=ChIJAZZI9ANH1moRA9GWuzfwzdA,7,1050,darebin-weight-loss-surgery-bulleen,Darebin Weight Loss Surgery - Bariatric Surgeon Bulleen | Gastric Sleeve & Bypass,"Darebin Weight Loss Surgery is an experienced bariatric surgeon in Bulleen with 7+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",127.68,2,"Bulleen, VIC"
Sydney Endocrine Specialists,Sydney Endocrine Specialists,,,3.8,47,21 Meryla St,Burwood,NSW,Other,AU,+61297448470,+61 2 9744 8470,http://www.sydneyendocrinespecialists.com/,Endocrinologist,https://www.google.com/maps/search/?api=1&query=Sydney%20Endocrine%20Specialists&query_place_id=ChIJ_____9y6EmsRYaBQiQHmawg,7,1050,sydney-endocrine-specialists-burwood,Sydney Endocrine Specialists - Bariatric Surgeon Burwood | Gastric Sleeve & Bypass,"Sydney Endocrine Specialists is an experienced bariatric surgeon in Burwood with 7+ years experience. Rating: 3.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",125.02,2,"Burwood, NSW"
