business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url
Greater Easter Obesity Surgery,Greater Easter Obesity Surgery,,general-bariatric,,0,26 Balaclava Rd,St Kilda East,VIC,Other,AU,+61390381600,+61 3 9038 1600,http://www.geobesity.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Greater%20Easter%20Obesity%20Surgery&query_place_id=ChIJkyac-kxo1moRwfNf0MzwIFw
Vineyard Medical Centre,Vineyard Medical Centre,,,4,81,2-6 Sussex Ct,Sunbury,VIC,Other,AU,+61392165600,+61 3 9216 5600,http://www.vineyardmedicalcentre.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Vineyard%20Medical%20Centre&query_place_id=ChIJ3SDGOrj51moRvCTAz7ddBMU
Surrey Hills Medical Centre,Surrey Hills Medical Centre,,,4.8,640,174 Union Rd,Surrey Hills,VIC,Other,AU,+61398361366,+61 3 9836 1366,http://www.shmc.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Surrey%20Hills%20Medical%20Centre&query_place_id=ChIJL3O0wuBA1moRpfUHlgnLIjU
Mr. Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery Surrey Hills,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery Surrey Hills,Mr.,,,0,174 Union Rd,Surrey Hills,VIC,Other,AU,+61383703188,+61 3 8370 3188,https://www.moggs.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr.%20Jacob%20Vanyai%20%7C%20MOGGS%20%7C%20Melbourne%20Oesophagogastric%20and%20General%20Surgery%20Surrey%20Hills&query_place_id=ChIJg_XapoFB1moR_WkT7eLhBto
Hobson Healthcare - Sydenham,Hobson Healthcare - Sydenham,,,4.4,28,566 Melton Hwy,Sydenham,VIC,Other,AU,+61383616400,+61 3 8361 6400,http://hobsonhealthcare.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Hobson%20Healthcare%20-%20Sydenham&query_place_id=ChIJCQQ8b9z11moRT2r0Eddj-dA
Victorian Specialist Centre,Victorian Specialist Centre,,,5,3,Level 1/268 Manningham Rd,Templestowe Lower,VIC,Other,AU,(013) 008 63824,+61 1300 863 824,https://victorianspecialistcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Victorian%20Specialist%20Centre&query_place_id=ChIJXSIhIVlH1moR4tsc5cS8fHQ
CORE Powerfoods,CORE Powerfoods,,,4.7,1096,15 Lipton Dr,Thomastown,VIC,Other,AU,(013) 001 33728,+61 1300 133 728,http://www.corepowerfoods.com/,Food manufacturer,https://www.google.com/maps/search/?api=1&query=CORE%20Powerfoods&query_place_id=ChIJeU78bVZe1moRe7fs9NcsPqY
Advantage Medical - Tooradin,Advantage Medical - Tooradin,,,4.6,159,110 S Gippsland Hwy,Tooradin,VIC,Other,AU,+61359983140,+61 3 5998 3140,https://familydoctor.com.au/advantage-tooradin/,Medical Center,https://www.google.com/maps/search/?api=1&query=Advantage%20Medical%20-%20Tooradin&query_place_id=ChIJIT6ak78G1moRbTqR_L8_OnY
Move Me Physio,Move Me Physio,,,4.3,30,4 Mainview Blvd,Truganina,VIC,Other,AU,+61383605100,+61 3 8360 5100,https://movemephysio.au/,Physical therapist,https://www.google.com/maps/search/?api=1&query=Move%20Me%20Physio&query_place_id=ChIJY4rq5yuJ1moRyfXCUZ1yARc
Angliss Hospital,Angliss Hospital,,,3.7,458,39 Albert St,Upper Ferntree Gully,VIC,Other,AU,(013) 003 42255,+61 1300 342 255,http://www.easternhealth.org.au/locations/angliss-hospital/item/215-angliss-hospital,General hospital,https://www.google.com/maps/search/?api=1&query=Angliss%20Hospital&query_place_id=ChIJoagOrcw81moRx2rvA1Ddb-0
Mr. Niruben Rajasagaram – Bariatric Surgeon for Gastric Sleeve & Weight Loss Surgery Melbourne,Niruben Rajasagaram – Bariatric Surgeon for Gastric Sleeve & Weight Loss Surgery Melbourne,Mr.,gastric-sleeve,4.9,92,"Suite 11A Knox Private Hospital, 262 Mountain Hwy",Wantirna,VIC,Other,AU,+61385480318,+61 3 8548 0318,https://www.nirubenrajasagaram.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Mr.%20Niruben%20Rajasagaram%20%E2%80%93%20Bariatric%20Surgeon%20for%20Gastric%20Sleeve%20%26%20Weight%20Loss%20Surgery%20Melbourne&query_place_id=ChIJ7Rl1x-g91moR9iuko-FdYrg
Melbourne Upper GI Surgical Group,Melbourne Upper GI Surgical Group,,,3.7,3,"Knox Private Hospital 4, 262 Mountain Hwy",Wantirna,VIC,Other,AU,+61395092608,+61 3 9509 2608,http://www.uppergi.net/,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Upper%20GI%20Surgical%20Group&query_place_id=ChIJwajP6gE81moRfD533Km0beM
Alevia,Alevia,,general-bariatric,4.8,144,374 Mountain Hwy,Wantirna,VIC,Other,AU,+61393441322,+61 3 9344 1322,https://alevia.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Alevia&query_place_id=ChIJfW5-mRU_1moRibMJvSTSdCs
Dr Mani Niazi - Wantirna - MBSA,Mani Niazi - Wantirna - MBSA,Dr,,4.9,127,"Suite 9A/Knox Private Hospital, 262 Mountain Hwy",Wantirna,VIC,Other,AU,+61390130865,+61 3 9013 0865,https://www.loseweightsurgery.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Mani%20Niazi%20-%20Wantirna%20-%20MBSA&query_place_id=ChIJVVVVoQE81moRnEnQ7D6KkAg
Mr Kiron Bhatia,Kiron Bhatia,Mr,,,0,262 Mountain Hwy,Wantirna,VIC,Other,AU,+61394576690,+61 3 9457 6690,,Doctor,https://www.google.com/maps/search/?api=1&query=Mr%20Kiron%20Bhatia&query_place_id=ChIJfSqWlQE81moRewa-mMb-Ttc
Hobson Healthcare - Werribee,Hobson Healthcare - Werribee,,,4.3,38,179 Princes Hwy,Werribee,VIC,Other,AU,+61397318000,+61 3 9731 8000,https://hobsonhealthcare.com.au/,Endoscopist,https://www.google.com/maps/search/?api=1&query=Hobson%20Healthcare%20-%20Werribee&query_place_id=ChIJEeWY__mF1moRAQDyUVqQt4A
Wyndham Specialist Care Centre,Wyndham Specialist Care Centre,,,4.4,11,289 Princes Hwy,Werribee,VIC,Other,AU,+61397419300,+61 3 9741 9300,,Doctor,https://www.google.com/maps/search/?api=1&query=Wyndham%20Specialist%20Care%20Centre&query_place_id=ChIJq6o-uFSP1moRbGH23lWt_4Q
Mr Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | Werribee,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | Werribee,Mr,,5,1,"Werribee Golf Driving Range, 240 Hoppers Ln",Werribee,VIC,Other,AU,+61383703188,+61 3 8370 3188,https://www.moggs.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Jacob%20Vanyai%20%7C%20MOGGS%20%7C%20Melbourne%20Oesophagogastric%20and%20General%20Surgery%20%7C%20Werribee&query_place_id=ChIJ-5nzbeyJ1moRsbTnp-LSSCw
WestVic Surgical,WestVic Surgical,,,,0,Level 1/242 Hoppers Ln,Werribee,VIC,Other,AU,+61343319499,+61 3 4331 9499,http://westvicsurgical.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=WestVic%20Surgical&query_place_id=ChIJKw8UiquI1moRD3IF3yO8Yck
Mr Douraid Abbas - Ballarat Bariatrics,Douraid Abbas - Ballarat Bariatrics,Mr,general-bariatric,,0,242 Hoppers Ln,Werribee,VIC,Other,AU,+61399082998,+61 3 9908 2998,http://ballaratbariatrics.com.au/,Local medical services,https://www.google.com/maps/search/?api=1&query=Mr%20Douraid%20Abbas%20-%20Ballarat%20Bariatrics&query_place_id=ChIJG9kpJI-J1moR9D7xSg7ctg8
Melbourne Weight Loss Centre - Dr. Andrew Huo,Melbourne Weight Loss Centre - Dr. Andrew Huo,,general-bariatric,,0,289 Princes Hwy,Werribee,VIC,Other,AU,+61385941897,+61 3 8594 1897,http://www.melbourneweightloss.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Centre%20-%20Dr.%20Andrew%20Huo&query_place_id=ChIJqaUTyiOP1moRyvnK7-UgI3I
Dr Michael Hii,Michael Hii,Dr,,,0,"Wyndham Private Medical Centre, 242 Hoppers Ln",Werribee,VIC,Other,AU,+61394164418,+61 3 9416 4418,http://www.mgos.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Hii&query_place_id=ChIJ16xO7JaJ1moRA9dJ5VCq384
Body Genesis Institute Wheelers Hill,Body Genesis Institute Wheelers Hill,,general-bariatric,5,14,201/202 Jells Rd,Wheelers Hill,VIC,Other,AU,+61394667799,+61 3 9466 7799,http://www.centreforweightloss.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Body%20Genesis%20Institute%20Wheelers%20Hill&query_place_id=ChIJgZsrtg0V1moR3bU-oLt3-Pc
Whittlesea Health & Wellness,Whittlesea Health & Wellness,,,3,6,3/79-81 Church St,Whittlesea,VIC,Other,AU,+61397163322,+61 3 9716 3322,http://whittleseahw.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Whittlesea%20Health%20%26%20Wellness&query_place_id=ChIJH6hnVOC112oRt-i3IDFHHAw
Vibes Fitness,Vibes Fitness,,,5,163,Ground Floor/55 Dunnart Bvd,Whittlesea,VIC,Other,AU,+61412526383,+61 412 526 383,https://www.vibesfitness.com.au/,Personal trainer,https://www.google.com/maps/search/?api=1&query=Vibes%20Fitness&query_place_id=ChIJ0XsIcCFD1moR9eeEy6ckYXU
Victorian Bariatric Surgery Centre,Victorian Bariatric Surgery Centre,,general-bariatric,5,2,93 Ferguson St,Williamstown,VIC,Other,AU,+61393972223,+61 3 9397 2223,http://victorianbariatricsurgerycentre.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Victorian%20Bariatric%20Surgery%20Centre&query_place_id=ChIJAQCElulm1moRj-droyaHahE
Hobson Bay Specialist Centre,Hobson Bay Specialist Centre,,general-bariatric,5,1,93 Ferguson St,Williamstown,VIC,Other,AU,+61393972402,+61 3 9397 2402,https://hobsonsbayspecialistcenter.com/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Hobson%20Bay%20Specialist%20Centre&query_place_id=ChIJOTGflulm1moRAEm0DAthosE
360 Surgery,360 Surgery,,general-bariatric,5,42,"Consulting Suites, 42 The Avenue",Windsor,VIC,Other,AU,+61385480384,+61 3 8548 0384,http://www.360surgery.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=360%20Surgery&query_place_id=ChIJT-7z9t7DbIURicIq0tafFnY
Dr. Peter Nottle,Peter Nottle,Dr.,,4.9,15,42 The Avenue,Windsor,VIC,Other,AU,+61395213615,+61 3 9521 3615,https://laparoscopicsurgery.com.au/,Doctor,https://www.google.com/maps/search/?api=1&query=Dr.%20Peter%20Nottle&query_place_id=ChIJKTiUmTFo1moRiYi0QnKJ4Wo
The Centre for Bariatric Surgery,The Centre for Bariatric Surgery,,general-bariatric,,0,42 The Avenue,Windsor,VIC,Other,AU,+61398051500,+61 3 9805 1500,,Surgeon,https://www.google.com/maps/search/?api=1&query=The%20Centre%20for%20Bariatric%20Surgery&query_place_id=ChIJgUm2PzFo1moRbl5I2g7yI5M
Sydney Bariatric Clinic,Sydney Bariatric Clinic,,general-bariatric,4.6,51,,,,Unknown,,(002) 968 77019,(02) 9687 7019,,Bariatric surgeon,"https://www.google.com/maps/place/Sydney Bariatric Clinic/@-33.802004,150.982967,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d-33.802004!4d150.982967!16snull!17Bnull"
Dr Anthony Barker,Anthony Barker,Dr,,4.9,50,,,,Unknown,,(013) 009 87001,+61 1300 987 001,https://dranthonybarker.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Anthony%20Barker&query_place_id=ChIJY4NYpSCS7Q8RjW921QSYDuw
